src,tgt,src_lang,tgt_lang,domain
I wish I could give this app 0 stars bcoz that's what they deserve . From last 10 days I am ordering a sassafaras trouser from them which is also prepaid and they are cancelling my product again and again after my payment. Day before yesterday I ordered it for 3rd time and guess what it got cancelled today. I even call their service centre but from there also I didn't get my satisfied answer. I am really sick of this app. You people don't order anything from myntra. They are playing with you.,"ನಾನು ಈ ಆಪ್‌ಗೆ 0 starsಗಳನ್ನು ಕೊಡಲು ಸಾಧ್ಯವಿದ್ದರೆ ಕೊಡುತ್ತೇನೆ, ಏಕೆಂದರೆ ಅದು ಅದೇನೂ ಪಡೆದಿದ್ದು ಇಲ್ಲ. ಕಳೆದ 10 ದಿನಗಳಿಂದ ನಾನು sassafaras trouser ಅನ್ನು ಆರ್ಡರ್ ಮಾಡುತ್ತಿದ್ದೇನೆ, ಇದು ಪೂರ್ವಪಾವತಿಯಾಗಿದ್ದು, ಅವರು ನನ್ನ ರಶೀದಿ ನಂತರ ಮತ್ತೆ ಮತ್ತೆ ನನ್ನ ವಸ್ತುವನ್ನು ಅಂತಿಮ ಗೊಳಿಸುತ್ತಿದ್ದಾರೆ. ಒಂದು ದಿನ ಹಿಂದಿರೂಪದಲ್ಲಿ ನಾನು ಇದನ್ನು ಮೂರನೇ ಬಾರಿ ಆರ್ಡರ್ ಮಾಡಿದ್ದೆ, ಹಾಗೆನೆಂದರೆ ಇಂದು ಅದೂ ಅಂತಿಮಗೊಂಡಿತು. ನಾನು ಅವರ ಸೇವಾ ಕೇಂದ್ರವನ್ನು call ಮಾಡಿದ್ದರೂ, ಅಲ್ಲಿ ನನಗೆ ತೃಪ್ತಿದಾಯಕ ಜವಾಬ ಸಿಗುತ್ತಿಲ್ಲ. ನನಗೆ ಈ ಆಪ್ ಬಗ್ಗೆ ತುಂಬಾ ಕೋಪವಾಗಿದೆ. ನೀವು Myntra ನಿಂದ ಯಾವುದೇ ವಸ್ತುವನ್ನು ಆರ್ಡರ್ ಮಾಡಬೇಡಿ. ಅವರು ನಿಮ್ಮೊಂದಿಗೆ ಆಟವಾಡಿಸುತ್ತಿದ್ದಾರೆ.",English,Kannada,F
"I've been an insider member of the Myntra app and using app for more than two years, and I can tell from my experience that the company is currently moving toward being a low-service online marketplace. I regret ordering many times from Myntra and getting into difficulties for it. In general, when a business expands, its services also get better, but this is not the case with Myntra. They deliver defected product and they blame the customer and says we have send you product in right condition.","ನಾನು ಮೈಂತ್ರಾ ಆಪ್‌ನ insider ಸದಸ್ಯನಾಗಿ ಎರಡು ವರ್ಷಗಳಿನಿಂದ ಆಪ್ ಅನ್ನು ಬಳಸುತ್ತಿದ್ದೇನೆ ಮತ್ತು ನನ್ನ ಅನುಭವದಿಂದ ಹೇಳಬಹುದಾದುದಾದರೆ, ಈ ಸಂಸ್ಥೆ ಇತ್ತೀಚೆಗೆ ಕಡಿಮೆ ಸೇವೆ ನೀಡುವ ಆನ್‌ಲೈನ್ ಮಾರುಕಟ್ಟೆಯಾಗಿ ಮಾರ್ಗವನ್ನು ಅನುಸರಿಸುತ್ತಿದೆ. ಮೈಂತ್ರಾನಿಂದ ಅನೇಕ ಬಾರಿ ಆರ್ಡರ್ ಮಾಡಿದ್ದು, ಅದರಲ್ಲಿಂದ ನನಗೆ ಅನುಭವವಾದ ಕಷ್ಟಗಳನ್ನು ನನಗೆ ವಿಷಾದವಾಗಿದೆ. ಸಾಮಾನ್ಯವಾಗಿ, ಒಂದು ವ್ಯವಹಾರ ವಿಸ್ತಾರವಾಗುವಾಗ, ಅದರ ಸೇವೆಗಳು ಉತ್ತಮವಾಗುತ್ತವೆ, ಆದರೆ ಮೈಂತ್ರಾ ದನದನು ಸಂಬಂಧದಲ್ಲಿ ಇದು ಸತ್ಯವಲ್ಲ. ಅವರು ದೋಷಪೂರಿತ ಉತ್ಪನ್ನವನ್ನು ಡಿಲಿವರ್ ಮಾಡುತ್ತಾರೆ ಮತ್ತು ಗ್ರಾಹಕನನ್ನು ಹಚ್ಚಿಕೊಂಡು, ನಾವು ನಿಮಗೆ ಸರಿಯಾದ ಸ್ಥಿತಿಯಲ್ಲಿ ಉತ್ಪನ್ನವನ್ನು ಕಳುಹಿಸಿದ್ದೇವೆ ಎಂದು ಹೇಳುತ್ತಾರೆ.",English,Kannada,F
Don't install this app this company is worthless . I ordered productsn 4 times. 1 product got delayed after waiting 4days and 3 products got cancelled from their end on delivery day. And when I tried to contact customer support via call they are not connecting me then I tried chat via text they don't have executive for that and give me alternative to call on customer support which they aren't connecting. When you don't have executives for chat support then why give option. Don't use this app,"ಈ ಆಪ್ ಅನ್ನು ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡಬೇಡಿ, ಈ ಸಂಸ್ಥೆಗೆ ಯಾವುದೇ ಮೌಲ್ಯವಿಲ್ಲ. ನಾನು 4 ಸಲ ಸರಕುಗಳನ್ನು ಆರ್ಡರ್ ಮಾಡಿದ್ದೇನೆ. 1 ಸರಕು 4 ದಿನಗಳ ಬಳಿಕ ವಿಳಂಬವಾಗಿ ಬಂದಿದೆ ಮತ್ತು 3 ಸರಕುಗಳು ಡಿಲಿವರಿ ದಿನದಲ್ಲಿಯೇ ಅವರ ಅಂಚೆದಿಂದ ರದ್ದುಗೊಂಡಿವೆ. ಮತ್ತು ನಾನು ಗ್ರಾಹಕ supportನ್ನು ಕರೆಮಾಡಿ ಸಂಪರ್ಕಿಸಲು ಪ್ರಯತ್ನಿಸಿದಾಗ ಅವರು ನನ್ನನ್ನು ಸಂಪರ್ಕಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ. ನಂತರ ನಾನು text ಮೂಲಕ chat ಯತ್ನಿಸಿದಾಗ, ಅವರಿಗೆ chat ಬೆಂಬಲಕ್ಕೆ ಯಾವುದೇ ಕಾರ್ಯನಿರ್ವಾಹಕವಿಲ್ಲ ಮತ್ತು ನನಗೆ ಮತ್ತೊಂದು ಪರ್ಯಾಯವಾಗಿ ಗ್ರಾಹಕ support  ಕರೆ ಮಾಡಲು ಸೂಚನೆ ನೀಡುತ್ತಾರೆ, ಆದರೆ ಅವರೆಲ್ಲಾ ಸಂಪರ್ಕ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ. ನೀವು chat ಬೆಂಬಲಕ್ಕಾಗಿ ಕಾರ್ಯನಿರ್ವಾಹಕಗಳನ್ನು ಹೊಂದಿಲ್ಲ ಅಂದರೆ, ಎಲ್ಲಿ ಆಯ್ಕೆಯನ್ನು ನೀಡುತ್ತೀರಾ? ಈ ಆಪ್ ಅನ್ನು ಉಪಯೋಸಬೇಡಿ.",English,Kannada,F
MYNTRA is an India's biggest Shopping apps which have so many international brand available with unbeatable prices..I do highly rate. fast delivery and with clear direction.. return exchange are always available and everything is hassle free. Refund also very easy process.. I loved 😍 to shopping here this is great platform for buyer. I would like to say Thanks for everything Myntra,"ಮಿಂತ್ರಾ ಭಾರತದಲ್ಲಿನ ಅತ್ಯಂತ ದೊಡ್ಡ ಶಾಪಿಂಗ್ ಆಪ್ ಆಗಿದ್ದು, ಅನೇಕ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಬ್ರಾಂಡ್‌ಗಳನ್ನು ಅಪ್ರತಿಮ ಬೆಲೆಗೆ ಹೊಂದಿದೆ.. ನಾನು ಇದಕ್ಕೆ ಅತ್ಯುತ್ತಮ ರೇಟ್ ನೀಡುತ್ತೇನೆ. ವೇಗವಾದ ಡಿಲಿವರಿ ಮತ್ತು ಸ್ಪಷ್ಟವಾದ ಮಾರ್ಗದರ್ಶನ.. ಹಿಂತಿರುಗಿಸುವ ಮತ್ತು ವಿನಿಮಯ ಮಾಡುವ ಆಯ್ಕೆಗಳು ಯಾವಾಗಲೂ ಲಭ್ಯವಿವೆ ಮತ್ತು ಪ್ರತಿಯೊಂದು ಕೂಡ ಹಸಲು ಇಲ್ಲದೆ ಆಗುತ್ತದೆ. ಹಣ ವಾಪಸಿ ಕೂಡ ಬಹಳ ಸರಳ  ಪ್ರಕ್ರಿಯೆ.. ನಾನು ಇಲ್ಲಿ ಶಾಪಿಂಗ್ ಮಾಡಲು ಪ್ರೀತಿಸುತ್ತೇನೆ 😍, ಇದು ಖರೀದಿದಾರರಿಗೆ ಅತ್ಯುತ್ತಮ ವೇದಿಕೆ. ನಾನು ಮಿಂತ್ರಾಗೆ ಎಲ್ಲಾ ವಿಷಯಗಳಿಗೆ ಅಭಿನಂದನೆಗಳನ್ನು ಹೇಳಲು ಇಚ್ಛಿಸುತ್ತೇನೆ.",English,Kannada,F
"I am uninstalling myntra !!!!! This is the 3rd time where my amount is deducted but the order doesn't get placed.. Moreover, once complaint is registered myntra says the money is not with myntra check with the UPI app.. The same is said by the UPI app and I'm again redirected towards mnytra app !!!... I have lost around 900 rs now because if this ..... I am taking my business elsewhere forever more !!!!!!","ನಾನು ಮೈಂತ್ರಾ ಅನ್ನು ಅನ್‌ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡುತ್ತಿದ್ದೇನೆ!!!!! ಇದು ನನ್ನ 3ನೇ ಸಲವಾಗಿದೆ, ನಾನು ಪಾವತಿಸಿದರೂ ಆದೇಶ ಅಸರಿಯಾದಂತಾಗುತ್ತದೆ.. ಇನ್ನೂ, ಒಂದು ದೂರು ದಾಖಲಿಸಿದ ಮೇಲೆ ಮೈಂತ್ರಾ ಹೇಳುತ್ತದೆ ಧನ ಮೈಂತ್ರಾ ಕ್ಕೆ ಇಲ್ಲ, UPI ಆಪ್‌ನೊಂದಿಗೆ ಪರಿಶೀಲಿಸಿ ಎಂದು. ಅದೇ ಹೇಳಿಕೆ UPI ಆಪ್‌ನಿಂದ ಬರುತ್ತದೆ ಮತ್ತು ನಾನು ಮತ್ತೆ ಮೈಂತ್ರಾ ಆಪ್‌ಗೆ ದಾರಿ ತಲುಪುತ್ತೇನೆ!!!... ಈಗ ನಾನು ಈ ಕಾರಣದಿಂದ ಸುಮಾರು 900 ರೂ. ನಷ್ಟಪಡಿಸಿದ್ದೇನೆ ..... ನಾನು ಈಗಿನಿಂದ ನನ್ನ ವ್ಯವಹಾರವನ್ನು ಇನ್ನೂ ಯಾವುದೇ ತಾಣದಲ್ಲಿ ತಲುಪಿಸಿಕೊಳ್ಳುತ್ತೇನೆ!!!!!!!",English,Kannada,F
Express delivery won't work if you order multiple items. My parcel is on hold for 3 days and will take 3 days more because one of the item is in transit. This is not cool Myntra. If you state that express delivery is possible then why take a week to deliver. Just deliver those goods which are received in warehouse near me.,"Express ಸಾಗಾಣಿಕೆ  ಬಹುದೂರದಲ್ಲಿ ಅಂಶಗಳನ್ನು ಆರ್ಡರ್ ಮಾಡಿದರೆ ಕೆಲಸ ಮಾಡುವುದಿಲ್ಲ. ನನ್ನ ಪಾರ್ಸೆಲ್ 3 ದಿನಗಳ ಕಾಲ ಸ್ಥಗಿತವಾಗಿದೆ ಮತ್ತು ಇನ್ನೂ3 days  ಬೇಕಾಗಿವೆ ಏಕೆಂದರೆ ಒಂದು ಉತ್ಪನ್ನವು ಟ್ರಾನ್ಸಿಟ್‌ನಲ್ಲಿ ಇದೆ. ಇದು ಸರಿಯಲ್ಲ Myntra. ನೀವು ಹೇಳಿದರೆ Express  ಡೆಲಿವರಿ ಸಾಧ್ಯವಿದೆ, ಆದ್ರೆ ಏಕೆ ವಾರದೊಳಗೆ ಡೆಲಿವರಿ ಮಾಡುತ್ತೀರಿ? ನನಗೆ ಹತ್ತಿರ ಇರುವ warehouseನಲ್ಲಿ ಲಭ್ಯವಿರುವ ಪ್ರೊಡಕ್ಟಗಳನ್ನು ಮಾತ್ರ ತಲುಪಿಸಿ.",English,Kannada,F
Very poor delivery service. This is my worst online shopping experience. The delivery was to be made on 21st and its 24th now. The delivery is delayed and they are not even letting me cancel the orders. I have to go out of station tomorrow. Very disappointed. Edit :- Well you are not responding on your email.,"ಹೆಚ್ಚಾದ ದುರ್ಬಲ ಡೆಲಿವರಿ ಸೇವೆ. ಇದು ನನ್ನ worst online ಶಾಪಿಂಗ್ ಅನುಭವದಲ್ಲಿಯೇ ಅತಿ ಕೆಟ್ಟದ್ದಾಗಿದೆ. ಡೆಲಿವರಿ 21ನೇ ತಾರೀಖಿಗೆ ಆಗಬೇಕಿತ್ತು, ಆದರೆ ಈಗಾಗಲೇ 24ನೇ ತಾರೀಖು. ಡೆಲಿವರಿ ವಿಳಂಬವಾಗಿದೆ ಮತ್ತು ನಾನು ಆರ್ಡರ್‌ಗಳನ್ನು ನಿಲ್ಲಿಸಲು ಕೂಡ ಅವಕಾಶ ನೀಡುತ್ತಿಲ್ಲ. ನಾಳೆ ನಾನು ಹೊರಗೆ ಹೋಗಬೇಕಿದೆ. ತುಂಬಾ ನಿರಾಶೆಗೊಂಡಿದ್ದೇನೆ. Edit :- ನೀವು ಈಮೇಲ್‌ಗೂ(email) ಪ್ರತಿಕ್ರಿಯೆ ನೀಡುತ್ತಿಲ್ಲ.",English,Kannada,F
I am using this app for a long time. Recently they started charging 20 rs on every order which is really not right. You can charge 2-5 rs which is also not good but I would love to pay 2 rs on per order but not more than this. I am not going to place more order from Myntra and will shop offline or on other platforms.,"ನಾನು ಈ ಆಪ್ ಅನ್ನು ತುಂಬಾ ಕಾಲದಿಂದ ಬಳಸುತ್ತಿದ್ದೇನೆ. ಇತ್ತೀಚೆಗೆ, ಅವರು ಪ್ರತಿ ಆರ್ಡರ್‌ಗೆ ₹20 charge ವಿಧಿಸಲು ಆರಂಭಿಸಿದ್ದಾರೆ, ಇದು ನಿಜಕ್ಕೂ ಸರಿಯಲ್ಲ. ನೀವು ₹2-₹5 ವರೆಗೆ ವಿಧಿಸಬಹುದು, ಅದು ಕೂಡ ಒಳ್ಳೆಯದೇ ಅಲ್ಲ, ಆದರೆ ಪ್ರತಿ ಆರ್ಡರ್‌ಗೆ ₹2 ನೀಡಲು ನಾನು ಒಪ್ಪುತ್ತೇನೆ — ಆದರೆ ಅದಕ್ಕಿಂತ ಹೆಚ್ಚು ನೀಡಲು ಸಿದ್ಧನಿಲ್ಲ. ನಾನು ಇನ್ನು ಮುಂದೆ Myntra ನಲ್ಲಿ ಆರ್ಡರ್ ಮಾಡಲ್ಲ ಮತ್ತು offline ಅಥವಾ ಇತರ ವೇದಿಕೆಯಲ್ಲಿ ಕೊಳ್ಳುವಿಕೆ ಮಾಡುತ್ತೇನೆ.",English,Kannada,F
At first We trusted myntra because it gave us top quality items but now it has started doing fraud!!! They sold a damaged expensive branded handbag and now is not willing to exchange or return even if I am returning within 7 days and return policy is applicable to that item.. The delivery guy came to exchange the item but just clicked a photo saying we will exchange later and went back!! Now I will never trust myntra.,"ಮೊದಲು ನಾವು Myntra ಮೇಲೆ ವಿಶ್ವಾಸ್ ಇಟ್ಟಿದ್ದೆವು ಏಕೆಂದರೆ ಅದು ನಮಗೆ ಉನ್ನತ ಗುಣಮಟ್ಟದ ಉತ್ಪನ್ನಗಳನ್ನು ನೀಡುತ್ತಿತ್ತು. ಆದರೆ ಈಗ ಅದು ವಂಚನೆ ಮಾಡತೊಡಗಿದೆ!!! ಅವರು ದುಬಾರಿ branded handbag ಒಂದು ಹಾನಿಗೊಂಡ ಸ್ಥಿತಿಯಲ್ಲಿ ಮಾರಿದರು ಮತ್ತು ಈಗ ಅದನ್ನು ಬದಲಾಯಿಸಲು ಅಥವಾ ಹಿಂದಿರುಗಿಸಲು ಕೂಡ ಇಚ್ಛಿಸುವುದಿಲ್ಲ, ನಾನು 7 ದಿನಗಳ ಒಳಗೆ ಮರಳಿಸಲು ಮಾಡುವುದಾದರೂ ಸಹ, ಆ item ಮರಳಿ ಪಾಲಿಸಿಯು ಅನ್ವಯಿಸುತ್ತದೆ. ಡೆಲಿವರಿ ಹುಡುಗ ಬಂದು ಫೋಟೋ ತೆಗಿದು ""ನಂತರ ಬದಲಾಯಿಸತ್ತೇವೆ"" ಎಂದು ಹೇಳಿ ಹಿಂತಿರುಗಿದ! ಇನ್ನು ಮುಂದೆ ನಾನು Myntra ಮೇಲೆ ಎಂದಿಗೂ ವಿಶ್ವಾಸ್ ಇಡುವುದಿಲ್ಲ.",English,Kannada,F
"My Myntra app is not working, it is not opening properly even after updating the app many times.","ನನ್ನ Myntra ಆಪ್ ಸರಿಯಾಗಿ ಕಾರ್ಯ ಮಾಡುತ್ತಿಲ್ಲ, ಅನೇಕ ಸಾರಿ updating ಮಾಡಿದರೂ ಸಹ ಅದು ಸರಿಯಾಗಿ ತೆರೆಯಲು ಆಗುತ್ತಿಲ್ಲ.",English,Kannada,F
"WORST WORST WORST customer service ever!!! They sent me a product without any tag, I have size issue with the product so I tried to exchange it, which was not possible from their end. So, I tried to return it because there is no tag, I can't return it either. I'm going to uninstall this app, and never going to buy from it .Calling their customer service number is frustrating, it keeps repeating same messages, chat is always busy and can't send email. Nykka Fashion is better than this scam app.","ಅತ್ಯಂತ ಕಳಪೆ, ಕೆಟ್ಟ, ಕೆಟ್ಟ ಗ್ರಾಹಕ ಸೇವೆ!!! ಅವರು ನನಗೆ tag ಇಲ್ಲದ ಉತ್ಪನ್ನವನ್ನೆ ಕಳುಹಿಸಿದ್ದಾರೆ. ನಾನು ಆ ಉತ್ಪನ್ನದ sizeದಲ್ಲಿ ತೊಂದರೆ ಎದುರಿಸುತ್ತಿದ್ದೇನೆ, ಆದ್ದರಿಂದ ನಾನು ಅದನ್ನು ವಿನಿಮಯ ಮಾಡಲು ಯತ್ನಿಸಿದ್ದೆ, ಆದರೆ ಅವರಿಂದ ಸಾಧ್ಯವಾಗಲಿಲ್ಲ. ಹೀಗಾಗಿ ನಾನು ಅದನ್ನು ರಿಟರ್ನ್ ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದ್ದೆ, ಆದರೆ tag ಇಲ್ಲದ ಕಾರಣದಿಂದ ನಾನು ರಿಟರ್ನ್ ಕೂಡ ಮಾಡಲಾಗಲಿಲ್ಲ. ಈಗ ನಾನು ಈ ಆಪ್ ಅನ್ನು ಅನ್ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡಲಿದ್ದೇನೆ ಮತ್ತು ಇದರಿಂದ ಇನ್ನು ಮುಂದೆ ಯಾವುದೇ ಖರೀದಿ ಮಾಡಲ್ಲ. ಇವರ ಗ್ರಾಹಕ ಸೇವೆಗೆ ಫೋನ್ ಮಾಡೋದು ತುಂಬಾ ನಿರುತ್ಸಾಹಕರ. ಅದೇ ಸಂದೇಶಗಳನ್ನು ಮತ್ತೆ ಮತ್ತೆ ಕೇಳಿಸುತ್ತವೆ. ಚಾಟ್ ಯಾವಾಗಲೂ ಬಿಜಿಯಾಗಿರುತ್ತದೆ ಮತ್ತು email ಕಳುಹಿಸೋ ಅವಕಾಶವೂ ಇಲ್ಲ. Nykka ಫ್ಯಾಷನ್ ಈ ಸ್ಕ್ಯಾಮ್ ಆಪ್‌ಗಿಂತ ಚೆನ್ನಾಗಿದೆ.",English,Kannada,F
"This app is now becoming a nightmare for me. It just pissed me off. My two refunds are pending for many days. When I asked the customer executives they just said to wait for the next 48 hours. After a day or two they again say to wait for the next 48 hours. They raised issue tickets after that they themselves marked it as resolved , even though it has not been resolved yet","ಈ ಆಪ್ ಇನ್ನು ನನಗೆ ಒಂದು ಕೆಟ್ಟ ಕನಸಾಗಿ ಮಾರ್ಪಟ್ಟಿದೆ. ಇದು ನನಗೆ ತುಂಬಾ ಕೋಪ ತಂದಿದೆ. ನನ್ನ two refunds ಬಹು ದಿನಗಳಿಂದ ಬಾಕಿಯಲ್ಲಿವೆ. ನಾನು ಕಸ್ಟಮರ್ ಪ್ರತಿನಿಧರೊಂದಿಗೆ ಮಾತನಾಡಿದಾಗ, ಅವರು ಪ್ರತಿಯೊಮ್ಮೆ “ಮುಂಬರುವ 48 ಗಂಟೆಗಳವರೆಗೆ ಕಾಯಿರಿ” ಎಂದು ಹೇಳುತ್ತಾರೆ. ಒಂದು ಅಥವಾ ಎರಡು ದಿನಗಳ ನಂತರ ಮತ್ತೆ ಅದೇ ಉತ್ತರ – “48 ಗಂಟೆಗಳವರೆಗೆ ಕಾಯಿರಿ”. ಅವರು ವಿಷಯದ tickets ರೇಸ್ ಮಾಡಿದ್ದಾರೆ, ಆದರೆ ಬಳಿಕ ಅವರು ತಾವೇ ಅದನ್ನು ಪರಿಹಾರವಾಗಿದೆ ಎಂದು ಗುರುತಿಸಿದ್ದಾರೆ, ಆದರೆ ವಾಸ್ತವದಲ್ಲಿ ಯಾವುದೇ ಪರಿಹಾರವಾಗಿಲ್ಲ.",English,Kannada,F
"Scam app! I bought stuff for 3k and applied bank discount of 10%. When I didn't like some of the things, I returned them but the 10% discount was cancelled out in the return money, instead of individually calculating them. Didn't expect it from this big of a platform!! Worst experience Also, the collection is just trash.","ಮೋಸದ ಆಪ್! ನಾನು ₹3000 ಮೌಲ್ಯದ ವಸ್ತುಗಳನ್ನು ಕೊಂಡಿದ್ದೆ  ಮತ್ತು bank ಡಿಸ್ಕೌಂಟ್ ರೂಪದಲ್ಲಿ 10% ರಿಯಾಯಿತಿ ಅನ್ವಯಿಸಿದ್ದೆ. ಆದರೆ ನನಗೆ ಕೆಲವು ವಸ್ತುಗಳು ಇಷ್ಟವಾಗಲಿಲ್ಲ, ಆದ್ದರಿಂದ ನಾನು ಅವುಗಳನ್ನು ಹಿಂತಿರುಗಿಸಿದ್ದೆ. ಆದರೆ ಅವರು ಹಣ ಮರಳಿಸುವಾಗ ನೀಡುವಾಗ ಆ 10% ರಿಯಾಯಿತಿಯನ್ನು ಪೂರ್ಣವಾಗಿ ಕೊನೆ ಮಾಡಿದರು, ಪ್ರತ್ಯೇಕವಾಗಿ ಲೆಕ್ಕ ಹಾಕದೆ. ಇಷ್ಟು ದೊಡ್ಡ ಪ್ಲಾಟ್‌ಫಾರ್ಮ್‌ನಿಂದ ಇದನ್ನು ಪ್ರತೀಕ್ಷೆ ಮಾಡಿರಲಿಲ್ಲ!! ಅತ್ಯಂತ ಕೆಟ್ಟ ಅನುಭವ. ಇದಲ್ಲದೆ, ಅವರ ವಸ್ತು ಸಂಗ್ರಹ (ಕಲೆಕ್ಷನ್) ಕೂಡ trash ತರದಾಗಿದೆ.",English,Kannada,F
Very bad experience with myntra.. There customer service is very bad.. They said in chat section call us when I call them their computer generated voice declare my selected option wrong while i followed them and didn't connect to customer care... Worst experience with myntra.. Atleast in other shopping apps we directly talk to customer care not with computerised voice...,"ಮಿಂತ್ರಾದೊಂದಿಗೆ ಬಹಳ ದುರ್ಬಲ ಅನುಭವವಾಗಿದೆ.. ಅವರ ಕಸ್ಟಮರ್ ಸರ್ವಿಸ್ ಹೆಚ್ಚು ಹೀನವಾಗಿದೆ. ಚಾಟ್ ವಿಭಾಗದಲ್ಲಿ ಅವರು ""ಕರೆ ಮಾಡಿರಿ"" ಎಂದು ಹೇಳಿದರು. ಆದರೆ ನಾನು ಕಾಲ್ ಮಾಡಿದಾಗ, ಗಣಕಯಂತ್ರ(computer)ಜನರೇಟ್ ಆಗುವ ಅವಾಜು ನನ್ನ ಆರಿಸಿದ ಆಯ್ಕೆಯನ್ನು ತಪ್ಪು ಎಂದು ಘೋಷಿಸಿತು, ನಾನು ಸೂಚನೆಗಳನ್ನು ಸರಿಯಾಗಿ ಅನುಸರಿಸಿದ್ದರೂ ಕೂಡ. ಕಸ್ಟಮರ್ ಸಹಾಯವಾಣಿ ಜೊತೆ ಸಂಪರ್ಕವಾಗಲೇ ಇಲ್ಲ. ಮಿಂತ್ರಾದೊಂದಿಗೆ ಅತ್ಯಂತ ದುರ್ಬಲ ಅನುಭವ. ಕನಿಷ್ಠ ಇತರ ಶಾಪಿಂಗ್ ಆಪ್‌ಗಳಲ್ಲಿ ನಾವು ನೇರವಾಗಿ ಕಸ್ಟಮರ್ ಸೇವೆಯೊಂದಿಗೆ ಮಾತನಾಡಬಹುದು, ಈ ತರದ computerised ಧ್ವನಿಯೊಂದಿಗೆ ಅಲ್ಲ.",English,Kannada,F
"Very nice app for purchasing trendy dresses , cosmetics, accessories, essential and so on at affordable prices.. I luve dis app.","ಟ್ರೆಂಡಿ ಡ್ರೆಸ್ಸುಗಳು, ಕಾಸ್ಮೆಟಿಕ್ಸ್, ಆಕ್ಸೆಸೊರೀಸ್(accessories), ಅಗತ್ಯ ವಸ್ತುಗಳು ಮತ್ತು ಇತರೆ ಎಲ್ಲವನ್ನೂ ಸಮಂಜಸ ಬೆಲೆಗೆ ಖರೀದಿಸಲು ಇದು ತುಂಬಾ ಉತ್ತಮವಾದ ಆಪ್. ನಾನು ಈ ಆಪ್ ಅನ್ನು ಬಹಳ ಇಷ್ಟಪಡುತ್ತೇನೆ.",English,Kannada,F
"They don't allow you to rate poor products. They work in connivance with sellers. If you're want to rate damaged product with 1 star then the application will either crash everytime you try or will keep showing error. Height of cheating is when after multiple trial for 20-30 minutes the application showed that your review is submitted but when I visited the review section of that product, I couldn't find my review there. Bloody cheaters.","ಇವರು ಕಿತ್ತೊಗಿರುವ ವಸ್ತುಗಳಿಗೆ ನಿಮ್ಮಿಂದ rate ನೀಡಲು ಅವಕಾಶ ಕೊಡುವುದಿಲ್ಲ. ಇವರು ಮಾರಾಟಗಾರರ ಜೊತೆ ಕೂಟ ಮಾಡಿಕೊಂಡಿರುವಂತಿದೆ. ನೀವು ಹಾನಿಗೊಂಡ ವಸ್ತುಗಳಿಗೆ 1 ಸ್ಟಾರ್ ರೇಟಿಂಗ್ ನೀಡಲು ಪ್ರಯತ್ನಿಸಿದರೆ, ಆಪ್ ಎಕ್ಸ್‌ಪ್ಲೋರ್ ಆಗುತ್ತದೆ ಅಥವಾ ಎರರ್ ತೋರಿಸುತ್ತಲೇ ಇರುತ್ತದೆ. ಏಮೈಮೆಗೆ ಎತ್ತರ ಎಂದರೆ, 20-30 ನಿಮಿಷಗಳು ಪ್ರಯತ್ನಿಸಿದ ನಂತರ ಆಪ್ “ನಿಮ್ಮ ವಿಮರ್ಶೆ ಸಲ್ಲಿಸಲಾಗಿದೆ” ಎಂದು ತೋರಿಸುತ್ತದೆ, ಆದರೆ ನಂತರ ಆ ಉತ್ಪನ್ನದ ವಿಮರ್ಶಾ ವಿಭಾಗದಲ್ಲಿ ನನ್ನ ವಿಮರ್ಶೆ ಕಾಣಿಸಲೇ ಇಲ್ಲ. ಪೂರ್ತಿ cheaters.",English,Kannada,F
